tempo,average_pitch,average_onset_strength,spectral_centroid,spectral_rolloff,zero_crossing_rate,album,track
[109.95678191],1742.3566,1.1188694,3698.083707815606,7791.057758331299,0.09684810638427735,Love At First Sting,Coming Home_preview_30s.wav
[191.40625],1708.3735,1.0965822,3427.122681517568,7071.907653808594,0.09494762420654297,Love At First Sting,Crossfire_preview_30s.wav
[143.5546875],1811.7052,1.0910014,3995.420862857626,8264.779815673828,0.11254673004150391,Love At First Sting,I'm Leaving You_preview_30s.wav
[126.04801829],1931.7263,1.0960356,3605.5255138571256,7060.897121429443,0.10428905487060547,Love At First Sting,Rock You Like A Hurricane_preview_30s.wav
[105.46875],1664.1758,1.0064903,3075.237827611161,6545.075969696045,0.07960090637207032,Love At First Sting,Still Loving You_preview_30s.wav
[120.18531977],1854.3644,1.0866953,3464.447341641252,6906.455268859863,0.09888019561767578,Love At First Sting,The Same Thrill_preview_30s.wav
[139.67483108],497.03275,1.163106,1058.535615949813,1675.6028366088867,0.01568470001220703,Magma,Liberation_preview_30s.wav
[147.65625],1307.1083,1.0424616,2207.2474854584107,4688.106365203857,0.04828929901123047,Magma,Low Lands_preview_30s.wav
[132.51201923],1536.2151,1.0427815,2881.3142188338875,5932.616157531738,0.06792831420898438,Magma,Magma_preview_30s.wav
[99.38401442],1300.1863,1.1275169,2542.1004033866748,5395.127220153809,0.053638267517089847,Magma,Only Pain_preview_30s.wav
[103.359375],1437.3835,1.15852,2228.53488002667,4650.734481811523,0.05352287292480469,Magma,Pray_preview_30s.wav
[135.99917763],1609.0895,1.1724163,2619.155923888919,5259.829730987549,0.06543731689453125,Magma,Silvera_preview_30s.wav
[93.96306818],1459.0043,1.1096158,2814.75417094378,5884.418792724609,0.06557273864746094,Magma,Stranded_preview_30s.wav
[84.72079918],1464.8601,1.1830548,2577.3097593005646,5334.724903106689,0.0552703857421875,Magma,The Cell_preview_30s.wav
[126.04801829],1358.154,1.106017,2491.0293815890664,5311.711292266846,0.05420684814453125,Magma,The Shooting Star_preview_30s.wav
[120.18531977],1296.506,1.030551,1959.4244450240417,4169.803848266602,0.03862819671630859,Magma,Yellow Stone_preview_30s.wav
[139.67483108],1034.8007,1.2540816,3058.673273066876,7310.7916259765625,0.050291824340820315,Me 4 U,Babylon_preview_30s.wav
[117.45383523],1041.3484,1.3808765,1933.3541551898707,4237.027816772461,0.024141502380371094,Me 4 U,Cheerleader (Felix Jaehn Remix) - Radio Edit_preview_30s.wav
[126.04801829],1795.7512,1.2962973,3994.443168832882,8052.417011260986,0.10465202331542969,Me 4 U,Color of My Lips (feat. Busy Signal)_preview_30s.wav
[120.18531977],1529.3035,1.6242993,3307.9519485941937,7306.4849853515625,0.06963596343994141,Me 4 U,Drop In the Ocean (feat. AronChupa)_preview_30s.wav
[123.046875],1506.4741,1.3950413,3880.9543888241415,8531.623306274414,0.09172286987304687,Me 4 U,Fireworks_preview_30s.wav
[99.38401442],1137.32,1.3092868,2810.200772772908,6318.472652435303,0.052470970153808597,Me 4 U,Hitchhiker_preview_30s.wav
[123.046875],1246.5394,1.3484995,3449.2097150030995,8139.777889251709,0.06606159210205079,Me 4 U,Hula Hoop_preview_30s.wav
[90.66611842],1222.9916,1.2214794,2772.2858840035183,6395.024871826172,0.049440956115722655,Me 4 U,Me 4 U (feat. Sarah West)_preview_30s.wav
[139.67483108],1252.8484,1.3214525,3579.315151218895,8130.331878662109,0.08014602661132812,Me 4 U,Midnight Serenade (feat. Erik Hassle)_preview_30s.wav
[120.18531977],1186.7678,1.298394,3161.7645428064016,6986.456165313721,0.06874332427978516,Me 4 U,Promised Land_preview_30s.wav
[123.046875],1604.9912,1.3444431,3566.624569723646,7294.927711486816,0.09635276794433593,Me 4 U,Sing It Out Loud - Freddy Verano Remix_preview_30s.wav
[112.34714674],1356.9307,1.5029489,2450.4200595735956,5055.625991821289,0.053171539306640626,Me 4 U,Standing On All Threes_preview_30s.wav
[132.51201923],1602.4987,1.3016554,3844.6932422520476,8157.660541534424,0.09912471771240235,Me 4 U,Stir It_preview_30s.wav
[120.18531977],1323.524,1.4759502,2422.998312543509,5227.698154449463,0.047044563293457034,Me 4 U,These Are the Days - Luca Schreiner Remix_preview_30s.wav
[129.19921875],1547.8408,1.0750806,2846.234539677899,5875.368118286133,0.07016983032226562,Melophobia,Black Widow_preview_30s.wav
[114.84375],1098.7611,1.1261389,2408.465199117303,5268.779468536377,0.053612136840820314,Melophobia,Cigarette Daydreams_preview_30s.wav
[147.65625],1263.9286,1.006196,2483.56126804644,5256.2969398498535,0.05917167663574219,Melophobia,Come a Little Closer_preview_30s.wav
[114.84375],1497.0171,1.1435288,2606.305685933551,5260.0652503967285,0.06535758972167968,Melophobia,Halo_preview_30s.wav
[105.46875],1272.1074,1.0343407,2069.9384309839397,4104.640674591064,0.05045795440673828,Melophobia,Hypocrite_preview_30s.wav
[135.99917763],1320.4552,1.1344072,3448.5396837259004,7467.992420196533,0.07792949676513672,Melophobia,It's Just Forever (feat. Alison Mosshart)_preview_30s.wav
[117.45383523],1340.4321,1.0779889,2638.6775598638797,5559.62911605835,0.05980377197265625,Melophobia,Spiderhead_preview_30s.wav
[120.18531977],1476.6487,1.1746526,2365.898368678232,4709.336757659912,0.059276390075683597,Melophobia,Take It or Leave It_preview_30s.wav
[143.5546875],1778.0576,1.0415165,3073.2620277617084,6008.268356323242,0.08879585266113281,Melophobia,Teeth_preview_30s.wav
[93.96306818],1295.453,1.1394573,2278.8987826011225,4889.290409088135,0.054524803161621095,Melophobia,Telescope_preview_30s.wav
[90.66611842],1169.5385,1.1262512,3258.0293446350433,7313.458042144775,0.06771736145019532,Memories...Do Not Open,Bloodstream_preview_30s.wav
[74.89809783],1112.164,1.1136675,3094.2851577994106,6907.876796722412,0.06337928771972656,Memories...Do Not Open,Break Up Every Night_preview_30s.wav
[99.38401442],1284.7919,1.1228876,2530.8411493661974,5551.890621185303,0.04925689697265625,Memories...Do Not Open,Don't Say_preview_30s.wav
[99.38401442],614.1259,1.1770589,2342.2467732196774,5491.000442504883,0.028827857971191407,Memories...Do Not Open,Honest_preview_30s.wav
[84.72079918],1571.7239,1.2807951,2734.913429771443,6002.540187835693,0.05571460723876953,Memories...Do Not Open,It Won't Kill Ya_preview_30s.wav
[143.5546875],1064.0082,1.1260684,3294.582758402464,7329.481773376465,0.060740089416503905,Memories...Do Not Open,Last Day Alive_preview_30s.wav
[47.41255734],1372.8224,1.163668,2823.769809753231,6005.6524085998535,0.059375953674316403,Memories...Do Not Open,My Type_preview_30s.wav
[99.38401442],971.3344,1.2036127,3303.3458971056425,7467.748489379883,0.06210174560546875,Memories...Do Not Open,Paris_preview_30s.wav
[103.359375],1295.4452,1.120017,2995.1516713083483,6556.74259185791,0.06553401947021484,Memories...Do Not Open,Something Just Like This_preview_30s.wav
[99.38401442],763.3282,1.0507209,2055.0938140637495,4472.042541503906,0.03953990936279297,Memories...Do Not Open,The One_preview_30s.wav
[147.65625],1042.5297,1.2052399,3128.8007218904268,7385.510158538818,0.047186279296875,Memories...Do Not Open,Wake Up Alone_preview_30s.wav
[103.359375],1179.4983,1.2483133,3181.477887601479,6891.634368896484,0.055606842041015625,Memories...Do Not Open,Young_preview_30s.wav
[75.99954044],1735.1179,0.9680975,1905.536571196621,3374.6903228759766,0.06490154266357422,Metal Health,Battle Axe_preview_30s.wav
[73.828125],1574.8566,1.122415,2271.051512358761,4580.406703948975,0.0607025146484375,Metal Health,Breathless_preview_30s.wav
[147.65625],1820.0051,1.1302904,2547.8925269916335,4861.818752288818,0.07886581420898438,Metal Health,Cum on Feel the Noize_preview_30s.wav
[105.46875],1600.5225,1.0627478,2401.7669752527354,4471.6387939453125,0.068890380859375,Metal Health,Danger Zone - Previously Unreleased_preview_30s.wav
[109.95678191],1514.5609,1.234627,2892.849819381742,6076.43440246582,0.07692165374755859,Metal Health,Don't Wanna Let You Go_preview_30s.wav
[132.51201923],1789.9609,1.0350176,2169.2361290879585,4026.969738006592,0.0693328857421875,Metal Health,Let's Get Crazy_preview_30s.wav
[107.66601562],1579.2219,1.1856792,2696.27136283583,5338.19881439209,0.0749420166015625,Metal Health,Love's a Bitch_preview_30s.wav
[123.046875],1763.7491,1.0417302,2403.3120303218466,4498.967456817627,0.07149524688720703,Metal Health,Metal Health (Bang Your Head)_preview_30s.wav
[103.359375],1858.3232,1.0979595,2536.293822805157,4800.137901306152,0.07155799865722656,Metal Health,Run for Cover_preview_30s.wav
[83.35433468],1961.7954,1.1375296,2785.2372662743774,5063.330841064453,0.08949432373046876,Metal Health,Slick Black Cadillac - Live_preview_30s.wav
[80.74951172],1672.6008,1.1044801,2844.726923916915,5565.49186706543,0.07506332397460938,Metal Health,Slick Black Cadillac_preview_30s.wav
[143.5546875],1748.7253,1.029124,2727.1024602754524,5189.5440101623535,0.07561149597167968,Metal Health,Thunderbird_preview_30s.wav
[99.38401442],1378.2051,1.1283348,2776.1992421749574,5834.968128204346,0.06446990966796876,Meteora,Breaking the Habit_preview_30s.wav
[120.18531977],1826.5256,1.1295974,3171.7504360260423,6213.826332092285,0.0900299072265625,Meteora,Don't Stay_preview_30s.wav
[105.46875],1501.7516,1.1282895,2602.33431516246,5238.481578826904,0.0632314682006836,Meteora,Easier to Run_preview_30s.wav
[135.99917763],1831.7988,1.0927833,3165.763803102914,6315.999698638916,0.08821792602539062,Meteora,Faint_preview_30s.wav
[97.50884434],1744.257,1.1431658,3109.066489916508,6208.8299560546875,0.08092021942138672,Meteora,Figure.09_preview_30s.wav
[87.59269068],1658.666,1.2493001,2860.5673385871864,5844.3542060694635,0.07436046574105915,Meteora,Foreword_preview_30s.wav
[191.40625],1731.6359,1.0699747,3214.004109503013,6460.0029945373535,0.08489131927490234,Meteora,From the Inside_preview_30s.wav
[99.38401442],1671.3151,1.2506384,3255.0110721399237,6690.786781311035,0.08477745056152344,Meteora,Hit the Floor_preview_30s.wav
[161.49902344],1736.023,1.1977545,3319.8243905314657,6825.680522918701,0.08294563293457032,Meteora,Lying from You_preview_30s.wav
[101.33272059],1533.2278,1.2559699,2634.740114197175,5423.953113555908,0.060405921936035153,Meteora,Nobody's Listening_preview_30s.wav
[109.95678191],1643.75,1.0322963,3047.681359667359,6190.745429992676,0.07425041198730468,Meteora,Numb_preview_30s.wav
[97.50884434],1195.3965,1.1324327,1827.1198830690228,3896.1134719848633,0.0380645751953125,Meteora,Session_preview_30s.wav
[161.49902344],1698.0015,1.0998844,3293.001566777571,6797.241554260254,0.08179168701171875,Meteora,Somewhere I Belong_preview_30s.wav
[120.18531977],780.27576,1.1454419,1754.4533763009263,3791.576499938965,0.030434036254882814,Model,A Warning_preview_30s.wav
[132.51201923],971.4098,1.11603,2729.3651000225473,6099.246139526367,0.05170745849609375,Model,"Anytime, Always_preview_30s.wav"
[87.59269068],1217.9235,1.0648549,2141.552609805305,4465.246124267578,0.044162559509277347,Model,Bad Dream_preview_30s.wav
[139.67483108],1323.5481,1.2045708,2502.787470523789,5404.346122741699,0.05314350128173828,Model,Calling After Me_preview_30s.wav
[117.45383523],707.11224,1.202269,2325.5534076786053,5271.958980560303,0.03435077667236328,Model,Canada_preview_30s.wav
[151.99908088],1233.899,1.1404126,1755.3505480937542,3682.9515838623047,0.03553066253662109,Model,Don’t You Think It’s Strange_preview_30s.wav
[78.30255682],1307.0009,1.0527782,2986.8983581847087,6512.893924713135,0.0676351547241211,Model,Going Under_preview_30s.wav
[95.703125],799.4016,1.2196369,1517.618691112769,2927.6576614379883,0.025914764404296874,Model,I Wouldn’t Mind_preview_30s.wav
[132.51201923],1362.308,1.0227535,2761.568790856604,6070.033321380615,0.05979499816894531,Model,Only Ecstasy_preview_30s.wav
[112.34714674],671.3546,1.318366,1619.0532659412668,3509.9036979675293,0.02513599395751953,Model,She’s an Actress_preview_30s.wav
[114.84375],1136.275,1.1367137,2108.2063259892566,4481.665191650391,0.04104175567626953,Model,You (Show Me Where My Days Went)_preview_30s.wav
[139.67483108],1334.7264,1.1388948,2591.2659139944394,5441.835765838623,0.05861530303955078,Model,Your Apartment_preview_30s.wav
[151.99908088],1007.6026,1.0966883,1750.5962074022839,3683.7170219421387,0.03409156799316406,Morrison Hotel,Blue Sunday_preview_30s.wav
[105.46875],692.24866,1.031751,1807.6073966001982,4086.261749267578,0.029485130310058595,Morrison Hotel,Indian Summer_preview_30s.wav
[120.18531977],1428.8362,1.1879106,2068.4118443270577,4167.473888397217,0.050447845458984376,Morrison Hotel,Land Ho!_preview_30s.wav
[184.5703125],1282.8928,1.2314678,1719.037719362234,3592.3186683654785,0.03722171783447266,Morrison Hotel,Maggie M'Gill_preview_30s.wav
[109.95678191],1384.6809,1.3757336,2342.059528903448,4993.2806396484375,0.054029655456542966,Morrison Hotel,Peace Frog_preview_30s.wav
[126.04801829],1428.7219,1.2494446,2027.3489288366923,4213.871212005615,0.04953575134277344,Morrison Hotel,Queen of the Highway_preview_30s.wav
[123.046875],1541.5127,1.1463766,2264.833282627341,4631.4387130737305,0.05781822204589844,Morrison Hotel,Roadhouse Blues_preview_30s.wav
[156.60511364],1493.1156,1.1311702,2411.27321612252,4999.2863845825195,0.05469245910644531,Morrison Hotel,Ship of Fools_preview_30s.wav
[78.30255682],1385.741,1.0458344,1805.9128360416362,3649.9199867248535,0.045770454406738284,Morrison Hotel,The Spy_preview_30s.wav
[92.28515625],1864.8367,1.0693381,2734.4884975340487,5289.908924102783,0.06845321655273437,Morrison Hotel,Waiting for the Sun_preview_30s.wav
[143.5546875],1689.0762,1.2176543,2370.775954321159,4702.153415679932,0.06582431793212891,Morrison Hotel,You Make Me Real_preview_30s.wav
[147.65625],1625.4534,1.386234,2994.5682574401208,6499.486141204834,0.04602680206298828,My House,GDFR (feat. Sage the Gemini & Lookas)_preview_30s.wav
[123.046875],1582.059,1.1981056,3482.3230327794527,7423.294200897217,0.08741989135742187,My House,Here It Is (feat. Chris Brown)_preview_30s.wav
[117.45383523],1392.0054,1.6506109,2601.5769444520274,5739.776229858398,0.050572967529296874,My House,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)_preview_30s.wav"
[93.96306818],1272.0956,1.1365604,2828.0667838021564,6230.63232421875,0.0573272705078125,My House,My House_preview_30s.wav
[184.5703125],1363.4879,1.1433642,2862.9389524591234,6229.984645843506,0.07766342163085938,My House,Once in a Lifetime_preview_30s.wav
[129.19921875],1266.8171,1.3285193,3051.037464318385,6825.823516845703,0.05360336303710937,My House,That's What I Like (feat. Fitz)_preview_30s.wav
[117.45383523],1682.616,1.3505062,3968.977359969563,8250.009384155273,0.10973529815673828,My House,Wobble_preview_30s.wav
[114.84375],1040.8302,1.2739495,2384.4006626811506,5394.084205627441,0.04513225555419922,Nine Track Mind,As You Are (feat. Shy Carter)_preview_30s.wav
[74.89809783],1093.2394,1.1767639,2516.0197026935953,5528.128395080566,0.05171260833740234,Nine Track Mind,Dangerously_preview_30s.wav
[99.38401442],1261.94,1.143259,2115.101724300593,4428.370513916016,0.043073272705078124,Nine Track Mind,Left Right Left_preview_30s.wav
[99.38401442],664.29865,1.1391087,1630.0937984828597,3299.4334602355957,0.024660682678222655,Nine Track Mind,Losing My Mind_preview_30s.wav
[109.95678191],1108.9058,1.2686895,2457.3984056618674,5205.248107910156,0.04939117431640625,Nine Track Mind,Marvin Gaye (feat. Meghan Trainor)_preview_30s.wav
[112.34714674],1063.9668,1.1635592,2323.3409450202234,5042.007923126221,0.04553203582763672,Nine Track Mind,My Gospel_preview_30s.wav
[178.20581897],1210.3953,1.1235396,2309.0070961631745,4858.975696563721,0.050986099243164065,Nine Track Mind,One Call Away_preview_30s.wav
[80.74951172],973.82886,1.3164175,2191.1058504246457,4752.8742027282715,0.037145805358886716,Nine Track Mind,See You Again (feat. Charlie Puth)_preview_30s.wav
[90.66611842],836.21405,1.1664855,2505.092247969234,5707.392311096191,0.042160415649414064,Nine Track Mind,Some Type of Love_preview_30s.wav
[87.59269068],970.9796,1.1467621,2186.6349306855855,4545.087203979492,0.04373188018798828,Nine Track Mind,Suffer_preview_30s.wav
[97.50884434],1238.0514,1.1549743,2709.2555641108816,5852.236747741699,0.05373096466064453,Nine Track Mind,Then There's You_preview_30s.wav
[166.70866935],1261.311,1.1466049,2795.2731562634326,6130.376758575439,0.06362533569335938,Nine Track Mind,Up All Night_preview_30s.wav
[99.38401442],700.3758,1.4084816,2428.1990857983083,5968.709506988525,0.03572406768798828,Nine Track Mind,We Don't Talk Anymore (feat. Selena Gomez)_preview_30s.wav
[103.359375],1536.6724,1.0071428,2913.4769062975806,6144.238758087158,0.07459011077880859,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Addicted - Live from California 2017_preview_30s.wav
[139.67483108],1945.4899,1.1179287,2805.557023161897,5229.969234466553,0.08806838989257812,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Addicted_preview_30s.wav
[135.99917763],1900.9222,1.134429,3050.032242630155,6023.249073028564,0.08971652984619141,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",God Must Hate Me_preview_30s.wav
[139.67483108],2027.183,1.1060706,3082.641412730306,5681.022548675537,0.0988576889038086,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Grow Up_preview_30s.wav
[89.10290948],1885.8188,1.0672069,3118.927831844176,6041.602764129639,0.08533058166503907,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Happy Together_preview_30s.wav
[139.67483108],1716.3457,1.0939305,2796.2919178901225,5707.846527099609,0.07102069854736329,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",I Won't Be There_preview_30s.wav
[84.72079918],1720.3624,1.1332966,2631.1822876423953,5201.176986694336,0.074212646484375,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",I'd Do Anything_preview_30s.wav
[109.95678191],1976.9773,1.0253632,3203.1798860363233,6171.744060516357,0.0999563217163086,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",I'm Just a Kid_preview_30s.wav
[129.19921875],1810.8188,1.1199671,2826.3549384319513,5586.697025299072,0.08299446105957031,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Meet You There_preview_30s.wav
[139.67483108],1792.9447,1.0928682,2954.9752256360025,5967.2038650512695,0.08263435363769531,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",My Alien_preview_30s.wav
[68.90625],1862.8317,1.0584232,2653.043513123527,4948.700180053711,0.08110847473144531,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",One by One_preview_30s.wav
[172.265625],1810.419,1.1151774,3018.0129355033982,6009.807643890381,0.08733139038085938,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",One Day_preview_30s.wav
[156.60511364],1585.8696,1.0958512,3086.373363255665,6527.597064971924,0.08098392486572266,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Perfect - Acoustic Version_preview_30s.wav
[103.359375],1318.6367,0.9911443,3033.6495704157087,6708.4255027771,0.07311878204345704,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Perfect - Live from California 2017_preview_30s.wav
[156.60511364],1756.6233,1.1138467,2879.8646709085406,5690.359210968018,0.08418636322021485,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Perfect_preview_30s.wav
[143.5546875],1891.7097,1.0894488,3327.3671808709028,6603.577308654785,0.09999656677246094,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",The Worst Day Ever_preview_30s.wav
[143.5546875],1805.6031,1.0584023,2843.4273831667133,5597.303810119629,0.08094215393066406,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",Vacation_preview_30s.wav
[151.99908088],1859.2064,1.1300471,2733.3047361739164,5226.234569549561,0.08422374725341797,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",When I'm with You_preview_30s.wav
[83.35433468],1828.9397,1.1071292,2934.9001032096257,5858.006973266602,0.08339462280273438,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",You Don't Mean Anything_preview_30s.wav
[112.34714674],1760.6168,1.2875817,3859.9230783674357,8221.696586608887,0.10518913269042969,No Strings Attached,Bringin' Da Noise_preview_30s.wav
[172.265625],1695.9991,1.3174391,3293.8808484156034,6900.642986297607,0.0883932113647461,No Strings Attached,Bye Bye Bye - From Deadpool and Wolverine Soundtrack_preview_30s.wav
[89.10290948],1789.7861,1.6704113,3874.4395008413776,7945.238857269287,0.1054830551147461,No Strings Attached,Digital Get Down_preview_30s.wav
[151.99908088],1190.5614,1.0433354,2359.0482242139537,4732.720470428467,0.0510009765625,No Strings Attached,I Thought She Knew_preview_30s.wav
[101.33272059],1415.1724,1.3229055,3419.3180552478198,7488.718128204346,0.08067550659179687,No Strings Attached,I'll Be Good For You_preview_30s.wav
[105.46875],1335.8086,1.4576918,3381.4754556668368,7963.298149108887,0.07453594207763672,No Strings Attached,It Makes Me Ill_preview_30s.wav
[82.03125],1534.7948,1.2241539,3358.792579567808,7199.037666320801,0.08393745422363282,No Strings Attached,It's Gonna Be Me_preview_30s.wav
[114.84375],1524.4368,1.3572912,3515.6932483999176,7833.653125762939,0.08150196075439453,No Strings Attached,Just Got Paid_preview_30s.wav
[109.95678191],1617.6661,1.2651678,3618.252942293459,7737.763080596924,0.08330402374267579,No Strings Attached,No Strings Attached_preview_30s.wav
[114.84375],1583.8383,1.401718,2796.1357569804195,5598.565521240234,0.06482200622558594,No Strings Attached,Space Cowboy (Yippie-Yi-Yay) (feat. Lisa Left Eye Lopes)_preview_30s.wav
[143.5546875],1391.8499,1.1574447,2770.1493207932167,5910.452098846436,0.06576957702636718,No Strings Attached,That's When I'll Stop Loving You_preview_30s.wav
[166.70866935],1189.5913,1.0730646,2451.05340849489,5297.40348815918,0.05183830261230469,No Strings Attached,This I Promise You_preview_30s.wav
[120.18531977],1073.2754,1.1307495,1871.0874731968943,3923.576717376709,0.040966796875,Nothing Happens,Are You Bored Yet (feat. Clairo)_preview_30s.wav
[99.38401442],1354.2396,1.0678375,2489.6196067999963,5296.873569488525,0.059594345092773435,Nothing Happens,Do Not Wait_preview_30s.wav
[161.49902344],1482.0875,1.0115503,2575.824267270755,5378.649272918701,0.06121139526367188,Nothing Happens,I'm Full_preview_30s.wav
[103.359375],1207.0712,1.0681063,2179.587028201315,4542.967529296875,0.04885387420654297,Nothing Happens,Ice Cold Pool_preview_30s.wav
[151.99908088],1245.4822,1.0426029,2232.0811647570617,4645.014724731445,0.04680423736572266,Nothing Happens,Only Friend_preview_30s.wav
[82.03125],1245.7245,1.2042797,2246.6522385203543,4705.156288146973,0.050692176818847655,Nothing Happens,Remember When_preview_30s.wav
[139.67483108],1360.6921,1.197829,2459.1989835073427,5168.111743927002,0.05601291656494141,Nothing Happens,Scrawny_preview_30s.wav
[103.359375],1407.381,1.0773561,2673.4566392553293,5702.917442321777,0.0650400161743164,Nothing Happens,Sidelines_preview_30s.wav
[161.49902344],1437.0437,1.1474669,2683.9207026338727,5735.7219314575195,0.05910282135009766,Nothing Happens,Treacherous Doctor_preview_30s.wav
[103.359375],1578.1908,1.0176686,2173.858306895564,4365.5036544799805,0.05118064880371094,Nothing Happens,What You Like_preview_30s.wav
[84.72079918],1120.4974,0.9803179,1773.8032190719957,3374.395923614502,0.03922195434570312,Nothing Happens,Worlds Apart_preview_30s.wav
[161.49902344],1459.9493,1.0085645,2221.0210185019496,4327.3663330078125,0.051247024536132814,Notion,Notion_preview_30s.wav
[135.99917763],1457.62,1.0363971,2729.9640315875017,5904.538879394531,0.056331825256347653,October Country (Expanded Edition),Baby What I Mean_preview_30s.wav
[105.46875],935.0489,1.1263301,1836.9725523453708,4089.1552734375,0.03687152862548828,October Country (Expanded Edition),Caryle's Theme_preview_30s.wav
[135.99917763],1669.118,1.0943382,2923.534450741448,5999.184036254883,0.07491703033447265,October Country (Expanded Edition),Cowboys and Indians_preview_30s.wav
[132.51201923],1485.3516,1.1694324,2512.0718426451285,5241.7620277404785,0.06503276824951172,October Country (Expanded Edition),End of the Line_preview_30s.wav
[117.45383523],921.543,1.1747897,2347.7690060371265,5462.511005401611,0.045525741577148435,October Country (Expanded Edition),Good to Be Around_preview_30s.wav
[147.65625],1511.474,1.2421052,2828.120419497415,6165.233631134033,0.07245903015136719,October Country (Expanded Edition),I Just Don't Know_preview_30s.wav
[129.19921875],1351.0437,1.132897,2567.5300716901247,5542.680130004883,0.05943088531494141,October Country (Expanded Edition),I Wish I Was a Fire_preview_30s.wav
[139.67483108],1426.1089,1.1421754,2373.8226409341337,4907.66092300415,0.055309295654296875,October Country (Expanded Edition),Little Boy Smiling_preview_30s.wav
[93.96306818],1640.3903,1.1598158,2998.6224656980144,6091.272125244141,0.08248348236083984,October Country (Expanded Edition),My Girlfriend Is a Witch_preview_30s.wav
[93.96306818],1514.9166,1.0107901,2883.2639934695,6072.00159072876,0.0696044921875,October Country (Expanded Edition),October Country_preview_30s.wav
[120.18531977],1462.2964,1.1418321,2662.6972397039417,5942.415447235107,0.06431427001953124,October Country (Expanded Edition),Painted Sky_preview_30s.wav
[184.5703125],1293.9357,1.2328733,2699.7357061504676,5785.887565612793,0.06162109375,October Country (Expanded Edition),She's Been Away_preview_30s.wav
[90.66611842],1816.7024,1.1223795,3216.1428766413346,6307.91633605957,0.08645839691162109,Of Mice & Men,Farewell to Shady Glade_preview_30s.wav
[87.59269068],1791.2915,1.0698777,2990.7297273201284,5845.171165466309,0.07862548828125,Of Mice & Men,John Deux Trois_preview_30s.wav
[120.18531977],1550.6056,1.1909165,3181.102522427244,6528.244743347168,0.07845058441162109,Of Mice & Men,Second & Sebring_preview_30s.wav
[92.28515625],1727.5658,1.1243714,3245.3019881257997,6571.807422637939,0.08222827911376954,Of Mice & Men,Seven Thousand Miles for What_preview_30s.wav
[135.99917763],1578.1271,1.235692,3168.367111816936,6529.540100097656,0.07631301879882812,Of Mice & Men,The Ballad of Tommy Clayton & the Rawdawg Millionaire_preview_30s.wav
[92.28515625],1760.8196,1.1749899,3112.3408961752584,6211.395435333252,0.08017902374267578,Of Mice & Men,They Don't Call It the South for Nothing_preview_30s.wav
[126.04801829],1797.0867,1.0821991,2943.152228040336,5714.685001373291,0.07887401580810546,Of Mice & Men,This One's for You_preview_30s.wav
[87.59269068],1600.7716,1.2253497,3077.675311599925,6337.734775543213,0.07171878814697266,Of Mice & Men,Those in Glass Houses_preview_30s.wav
[90.66611842],1825.3647,1.0947298,2976.6646547155506,5728.7236404418945,0.0778045654296875,Of Mice & Men,Westbound & Down_preview_30s.wav
[90.66611842],1817.4218,1.0818988,3162.1074213199513,6301.725540161133,0.07917766571044922,Of Mice & Men,YDG_preview_30s.wav
[112.34714674],1617.8417,1.2888151,3059.1722120782388,6262.637729644775,0.07019100189208985,Omen,A.N.X.I.E.T.Y._preview_30s.wav
[126.04801829],1532.7224,1.2184408,3281.1807102670036,6969.111843109131,0.07432937622070312,Omen,Cannibals_preview_30s.wav
[87.59269068],1482.982,1.2476736,3268.8423790116444,6913.091869354248,0.07560520172119141,Omen,Cold Blooded_preview_30s.wav
[112.34714674],1733.7124,1.2275203,3634.6393340734257,7533.820095062256,0.09917621612548828,Omen,Cut Me Open_preview_30s.wav
[172.265625],1769.5261,1.1110737,3314.510447020139,6651.194286346436,0.09244937896728515,Omen,False Idols_preview_30s.wav
[135.99917763],1713.5322,1.2053978,3318.2442853688362,6686.564254760742,0.0924448013305664,Omen,Floating_preview_30s.wav
[101.33272059],1760.8962,1.2196901,3279.2839104792233,6615.571975708008,0.09225177764892578,Omen,Holy_preview_30s.wav
[120.18531977],1213.0593,1.2638382,2839.8101193602133,6208.577613830566,0.053030776977539065,Omen,Hypocrite_preview_30s.wav
